rank,tickers,ema_fast,ema_slow,width,max_cost,tp,sl,entry,exit,n_trades,win_rate,final_bal,IS_ret_%,OOS_ret_%
236,"SPY,QQQ,NVDA",9,15,5.0,50.0,0.9,0.5,10:00,15:00,78,25.6,1063.22,254.4,
237,"SPY,QQQ,NVDA",9,15,5.0,50.0,0.8,0.5,10:00,15:00,78,25.6,1063.22,254.4,
238,"SPY,QQQ,NVDA",5,15,2.0,50.0,0.9,0.6,10:00,15:30,78,28.2,1062.97,254.3,
239,"QQQ,NVDA",12,20,5.0,30.0,0.7,0.5,10:00,14:30,78,25.6,1062.56,254.2,
240,"QQQ,NVDA",9,20,3.0,50.0,0.9,0.4,10:00,14:30,78,30.8,1061.61,253.9,
241,"QQQ,NVDA",12,26,1.0,50.0,0.9,0.6,10:00,15:30,78,53.8,1061.32,253.8,
242,"QQQ,NVDA",12,20,5.0,50.0,0.7,0.6,10:00,14:30,78,26.9,1060.2,253.4,
243,"SPY,QQQ,NVDA",5,15,2.0,50.0,0.9,0.4,09:45,15:30,78,24.4,1059.23,253.1,
244,"QQQ,NVDA",12,26,1.0,50.0,0.7,0.6,10:00,15:30,78,56.4,1058.76,252.9,
245,"SPY,QQQ,NVDA",5,20,2.0,50.0,0.6,0.5,10:00,15:30,78,29.5,1058.31,252.8,
246,"QQQ,NVDA",5,15,5.0,50.0,0.7,0.6,09:45,14:30,78,30.8,1057.09,252.4,
247,"SPY,QQQ,NVDA",12,26,2.0,50.0,0.9,0.6,10:00,14:30,78,41.0,1057.33,252.4,
248,"QQQ,NVDA",5,26,2.0,50.0,0.7,0.4,09:45,15:30,78,26.9,1056.39,252.1,
249,"SPY,QQQ,NVDA",9,26,2.0,50.0,0.6,0.6,10:00,14:30,78,39.7,1056.44,252.1,
250,"SPY,QQQ,NVDA",5,15,3.0,50.0,0.9,0.5,10:00,15:00,78,23.1,1055.87,252.0,
251,"SPY,QQQ,NVDA",5,15,2.0,50.0,0.6,0.5,10:00,15:00,78,29.5,1056.02,252.0,
252,"QQQ,NVDA",9,20,2.0,50.0,0.7,0.6,10:00,14:30,78,39.7,1055.5,251.8,
253,"SPY,QQQ,NVDA",12,15,2.0,50.0,0.6,0.6,10:00,15:00,78,33.3,1055.52,251.8,
254,"SPY,QQQ,NVDA",12,15,2.0,50.0,0.9,0.4,10:00,14:30,78,32.1,1054.77,251.6,
255,"SPY,QQQ,NVDA",12,30,3.0,50.0,0.8,0.6,10:00,14:30,78,34.6,1054.68,251.6,
256,"SPY,QQQ,NVDA",5,15,3.0,50.0,0.7,0.6,09:45,14:30,78,32.1,1054.83,251.6,
257,"QQQ,NVDA",5,15,2.0,50.0,0.8,0.5,09:45,14:30,78,35.9,1054.4,251.5,
258,"SPY,QQQ,NVDA",5,15,2.0,50.0,0.8,0.5,10:00,15:30,78,26.9,1054.21,251.4,
259,"QQQ,NVDA",12,20,3.0,50.0,0.9,0.4,10:00,14:30,78,30.8,1053.95,251.3,
260,"QQQ,NVDA",5,26,2.0,30.0,0.8,0.5,10:00,14:30,78,30.8,1053.22,251.1,
261,"SPY,QQQ,NVDA",9,15,5.0,50.0,0.7,0.6,10:00,15:30,78,19.2,1053.24,251.1,
262,"SPY,QQQ,NVDA",5,20,2.0,50.0,0.9,0.4,10:00,15:00,78,26.9,1052.76,250.9,
263,"SPY,QQQ,NVDA",12,30,1.0,50.0,0.9,0.5,10:00,14:30,78,56.4,1052.8,250.9,
264,"SPY,QQQ,NVDA",12,30,5.0,50.0,0.8,0.6,10:00,14:30,78,29.5,1051.07,250.4,
265,"QQQ,NVDA",12,20,5.0,30.0,0.6,0.5,10:00,14:30,78,25.6,1050.51,250.2,
266,"QQQ,NVDA",9,15,2.0,50.0,0.7,0.4,10:00,15:00,78,26.9,1050.67,250.2,
267,"SPY,QQQ,NVDA",12,26,3.0,50.0,0.8,0.6,10:00,14:30,78,33.3,1049.75,249.9,
268,"QQQ,NVDA",5,26,2.0,50.0,0.8,0.4,09:45,14:30,78,33.3,1049.52,249.8,
269,"QQQ,NVDA",12,20,5.0,50.0,0.8,0.6,10:00,14:30,78,26.9,1049.3,249.8,
270,"SPY,QQQ,NVDA",5,15,2.0,50.0,0.8,0.4,09:45,15:30,78,24.4,1049.26,249.8,
271,"SPY,QQQ,NVDA",5,15,2.0,50.0,0.7,0.5,09:45,14:30,78,33.3,1048.96,249.7,
272,"SPY,QQQ,NVDA",12,15,2.0,50.0,0.9,0.5,10:00,14:30,78,34.6,1048.5,249.5,
273,"SPY,QQQ,NVDA",9,15,3.0,50.0,0.8,0.6,10:00,15:30,78,24.4,1048.58,249.5,
274,"SPY,QQQ,NVDA",9,15,5.0,50.0,0.6,0.5,10:00,14:30,78,29.5,1048.59,249.5,
275,"QQQ,NVDA",5,15,5.0,50.0,0.8,0.6,09:45,14:30,78,30.8,1047.45,249.2,
276,"SPY,QQQ,NVDA",5,15,3.0,50.0,0.7,0.6,10:00,15:00,78,26.9,1047.25,249.1,
277,"SPY,QQQ,NVDA",5,15,2.0,50.0,0.9,0.5,09:45,15:00,78,28.2,1046.98,249.0,
278,"QQQ,NVDA",12,26,1.0,50.0,0.9,0.6,10:00,15:00,78,53.8,1046.58,248.9,
279,"SPY,QQQ,NVDA",5,15,2.0,50.0,0.7,0.6,10:00,15:00,78,30.8,1046.28,248.8,
280,"SPY,QQQ,NVDA",12,30,1.0,50.0,0.7,0.5,10:00,14:30,78,57.7,1045.75,248.6,
281,"QQQ,NVDA",5,26,2.0,50.0,0.9,0.5,10:00,14:30,78,34.6,1045.75,248.6,
282,"SPY,QQQ,NVDA",12,15,2.0,50.0,0.6,0.4,10:00,14:30,78,32.1,1045.74,248.6,
283,"SPY,QQQ,NVDA",5,15,2.0,50.0,0.8,0.4,10:00,15:00,78,24.4,1045.07,248.4,
284,"SPY,QQQ,NVDA",9,15,2.0,50.0,0.8,0.6,10:00,14:30,78,39.7,1045.11,248.4,
285,"SPY,QQQ,NVDA",5,20,2.0,50.0,0.6,0.3,10:00,15:30,78,21.8,1044.38,248.1,
286,"QQQ,NVDA",12,26,1.0,50.0,0.8,0.6,10:00,15:00,78,53.8,1043.06,247.7,
287,"QQQ,NVDA",9,20,3.0,30.0,0.7,0.5,10:00,14:30,78,33.3,1042.89,247.6,
288,"QQQ,NVDA",5,15,2.0,50.0,0.8,0.4,09:45,14:30,78,30.8,1042.86,247.6,
289,"QQQ,NVDA",5,15,2.0,50.0,0.6,0.6,09:45,15:30,78,30.8,1042.93,247.6,
290,"SPY,QQQ,NVDA",5,30,2.0,50.0,0.9,0.4,10:00,14:30,78,32.1,1042.09,247.4,
291,"SPY,QQQ,NVDA",9,15,1.0,50.0,0.9,0.6,10:00,15:30,78,48.7,1042.01,247.3,
292,"SPY,QQQ,NVDA",5,15,2.0,50.0,0.8,0.4,09:45,15:00,78,24.4,1040.9,247.0,
293,"SPY,QQQ,NVDA",12,30,1.0,50.0,0.8,0.5,10:00,14:30,78,56.4,1039.82,246.6,
294,"SPY,QQQ,NVDA",12,26,3.0,50.0,0.6,0.6,10:00,15:30,78,24.4,1039.86,246.6,
295,"SPY,QQQ,NVDA",9,20,2.0,50.0,0.9,0.4,10:00,14:30,78,32.1,1039.87,246.6,
296,"SPY,QQQ,NVDA",9,20,2.0,50.0,0.7,0.5,10:00,15:30,78,28.2,1039.27,246.4,
297,"SPY,QQQ,NVDA",5,15,2.0,50.0,0.8,0.5,10:00,15:00,78,26.9,1038.23,246.1,
298,"QQQ,NVDA",9,20,3.0,50.0,0.8,0.4,10:00,14:30,78,30.8,1038.17,246.1,
299,"SPY,QQQ,NVDA",5,15,2.0,50.0,0.9,0.4,09:45,15:00,78,24.4,1037.85,245.9,
300,"QQQ,NVDA",9,15,2.0,50.0,0.9,0.4,10:00,14:30,78,34.6,1037.77,245.9,
301,"QQQ,NVDA",12,15,1.0,50.0,0.9,0.4,10:00,15:30,78,43.6,1037.54,245.8,
302,"SPY,QQQ,NVDA",12,15,2.0,50.0,0.8,0.4,10:00,14:30,78,32.1,1037.45,245.8,
303,"SPY,QQQ,NVDA",12,15,2.0,50.0,0.7,0.4,10:00,14:30,78,32.1,1036.13,245.4,
304,"QQQ,NVDA",12,20,5.0,50.0,0.8,0.5,10:00,14:30,78,26.9,1036.25,245.4,
305,"QQQ,NVDA",5,26,3.0,30.0,0.8,0.6,10:00,14:30,78,28.2,1035.78,245.3,
306,"QQQ,NVDA",5,30,2.0,50.0,0.8,0.6,10:00,14:30,78,39.7,1035.77,245.3,
307,"SPY,QQQ,NVDA",5,30,2.0,50.0,0.6,0.5,10:00,15:00,78,29.5,1035.71,245.2,
308,"QQQ,NVDA",5,15,3.0,50.0,0.9,0.5,09:45,15:00,78,24.4,1033.66,244.6,
309,"QQQ,NVDA",12,26,1.0,50.0,0.8,0.6,10:00,15:30,78,53.8,1033.9,244.6,
310,"QQQ,NVDA",9,20,2.0,30.0,0.7,0.5,10:00,14:30,78,33.3,1033.56,244.5,
311,"SPY,QQQ,NVDA",12,30,3.0,50.0,0.6,0.6,10:00,14:30,78,34.6,1033.05,244.3,
312,"QQQ,NVDA",12,20,5.0,50.0,0.8,0.3,10:00,14:30,78,20.5,1032.94,244.3,
313,"QQQ,NVDA",5,15,5.0,50.0,0.9,0.6,09:45,14:30,78,30.8,1031.37,243.8,
314,"SPY,QQQ,NVDA",5,20,2.0,50.0,0.6,0.5,10:00,15:00,78,28.2,1030.72,243.6,
315,"SPY,QQQ,NVDA",9,15,3.0,50.0,0.9,0.5,10:00,15:30,78,21.8,1030.09,243.4,
316,"SPY,QQQ,NVDA",5,15,2.0,50.0,0.8,0.5,09:45,15:00,78,28.2,1028.72,242.9,
317,"QQQ,NVDA",12,26,1.0,50.0,0.7,0.5,10:00,15:00,78,52.6,1028.06,242.7,
318,"SPY,QQQ,NVDA",5,15,2.0,50.0,0.8,0.6,10:00,15:30,78,28.2,1027.37,242.5,
319,"QQQ,NVDA",9,26,2.0,50.0,0.9,0.6,10:00,14:30,78,41.0,1027.2,242.4,
320,"SPY,QQQ,NVDA",9,26,2.0,50.0,0.8,0.6,10:00,14:30,78,39.7,1026.14,242.0,
321,"SPY,QQQ,NVDA",9,15,1.0,50.0,0.8,0.5,10:00,15:30,78,46.2,1025.7,241.9,
322,"QQQ,NVDA",9,15,2.0,50.0,0.8,0.6,10:00,14:30,78,41.0,1025.01,241.7,
323,"SPY,QQQ,NVDA",9,15,5.0,50.0,0.7,0.5,10:00,14:30,78,28.2,1024.83,241.6,
324,"SPY,QQQ,NVDA",9,15,3.0,50.0,0.7,0.6,10:00,15:30,78,24.4,1023.85,241.3,
325,"SPY,QQQ,NVDA",5,15,2.0,50.0,0.6,0.6,10:00,14:30,78,35.9,1023.89,241.3,
326,"SPY,QQQ,NVDA",5,30,2.0,50.0,0.9,0.5,10:00,14:30,78,33.3,1023.13,241.0,
327,"QQQ,NVDA",5,15,2.0,50.0,0.8,0.5,09:45,15:00,78,30.8,1022.75,240.9,
328,"SPY,QQQ,NVDA",9,20,2.0,50.0,0.8,0.4,10:00,14:30,78,32.1,1022.55,240.8,
329,"QQQ,NVDA",9,15,5.0,50.0,0.8,0.5,10:00,14:30,78,25.6,1022.29,240.8,
330,"QQQ,NVDA",5,26,2.0,50.0,0.8,0.6,09:45,14:30,78,38.5,1021.08,240.4,
331,"SPY,QQQ,NVDA",12,30,2.0,50.0,0.9,0.6,10:00,14:30,78,41.0,1020.91,240.3,
332,"SPY,QQQ,NVDA",5,30,2.0,50.0,0.8,0.4,10:00,14:30,78,32.1,1020.2,240.1,
333,"SPY,QQQ,NVDA",5,30,3.0,50.0,0.9,0.6,10:00,15:00,78,29.5,1019.72,239.9,
334,"QQQ,NVDA",12,20,5.0,50.0,0.6,0.4,10:00,14:30,78,25.6,1018.97,239.7,
335,"SPY,QQQ,NVDA",12,26,3.0,50.0,0.7,0.6,10:00,14:30,78,33.3,1018.4,239.5,
336,"SPY,QQQ,NVDA",9,30,3.0,50.0,0.6,0.5,10:00,15:00,78,25.6,1017.77,239.3,
337,"SPY,QQQ,NVDA",9,20,2.0,50.0,0.7,0.4,10:00,15:00,78,28.2,1017.83,239.3,
338,"QQQ,NVDA",12,15,1.0,50.0,0.9,0.6,10:00,15:30,78,48.7,1017.47,239.2,
339,"QQQ,NVDA",9,15,2.0,50.0,0.7,0.4,10:00,15:30,78,25.6,1017.0,239.0,
340,"SPY,QQQ,NVDA",9,20,2.0,50.0,0.7,0.4,10:00,14:30,78,32.1,1017.03,239.0,
341,"SPY,QQQ,NVDA",9,15,1.0,50.0,0.9,0.5,10:00,15:00,78,48.7,1016.69,238.9,
342,"SPY,QQQ,NVDA",9,20,2.0,50.0,0.7,0.4,10:00,15:30,78,24.4,1016.78,238.9,
343,"SPY,QQQ,NVDA",9,15,2.0,50.0,0.9,0.4,10:00,14:30,78,32.1,1016.35,238.8,
344,"SPY,QQQ,NVDA",12,15,2.0,50.0,0.8,0.5,10:00,14:30,78,34.6,1016.49,238.8,
345,"QQQ,NVDA",9,20,2.0,50.0,0.6,0.5,10:00,14:30,78,35.9,1016.34,238.8,
346,"SPY,QQQ,NVDA",12,15,2.0,50.0,0.7,0.5,10:00,14:30,78,34.6,1016.07,238.7,
347,"QQQ,NVDA",5,26,3.0,50.0,0.7,0.6,10:00,14:30,78,33.3,1015.76,238.6,
348,"QQQ,NVDA",12,15,2.0,50.0,0.6,0.4,10:00,15:30,78,24.4,1015.58,238.5,
349,"QQQ,NVDA",9,26,2.0,50.0,0.6,0.6,10:00,14:30,78,41.0,1014.99,238.3,
350,"QQQ,NVDA",5,15,3.0,50.0,0.8,0.5,09:45,15:00,78,24.4,1014.69,238.2,
351,"QQQ,NVDA",5,20,2.0,50.0,0.8,0.6,10:00,15:00,78,34.6,1014.35,238.1,
352,"QQQ,NVDA",12,26,1.0,50.0,0.9,0.5,10:00,15:30,78,50.0,1014.22,238.1,
353,"QQQ,NVDA",5,30,2.0,50.0,0.6,0.6,10:00,15:00,78,34.6,1013.73,237.9,
354,"QQQ,NVDA",5,30,3.0,50.0,0.7,0.6,09:45,14:30,78,30.8,1012.97,237.7,
355,"SPY,QQQ,NVDA",12,26,2.0,50.0,0.8,0.6,10:00,14:30,78,41.0,1012.66,237.6,
356,"SPY,QQQ,NVDA",5,15,3.0,50.0,0.6,0.6,10:00,15:00,78,26.9,1012.27,237.4,
357,"SPY,QQQ,NVDA",5,15,3.0,50.0,0.8,0.5,10:00,15:00,78,23.1,1012.2,237.4,
358,"QQQ,NVDA",12,15,2.0,50.0,0.9,0.5,10:00,14:30,78,37.2,1011.97,237.3,
359,"QQQ,NVDA",5,30,2.0,50.0,0.9,0.6,09:45,14:30,78,39.7,1011.01,237.0,
360,"QQQ,NVDA",5,15,3.0,50.0,0.6,0.5,09:45,14:30,78,30.8,1010.69,236.9,
361,"SPY,QQQ,NVDA",5,30,2.0,50.0,0.6,0.6,10:00,15:00,78,33.3,1010.3,236.8,
362,"QQQ,NVDA",5,30,3.0,50.0,0.9,0.6,10:00,14:30,78,32.1,1009.39,236.5,
363,"SPY,QQQ,NVDA",9,26,2.0,50.0,0.7,0.6,10:00,14:30,78,39.7,1008.21,236.1,
364,"QQQ,NVDA",9,20,3.0,50.0,0.7,0.4,10:00,14:30,78,30.8,1007.91,236.0,
365,"SPY,QQQ,NVDA",12,15,2.0,50.0,0.8,0.6,10:00,15:30,78,28.2,1007.93,236.0,
366,"QQQ,NVDA",5,30,3.0,50.0,0.8,0.6,10:00,14:30,78,32.1,1006.98,235.7,
367,"QQQ,NVDA",9,15,5.0,50.0,0.9,0.5,10:00,14:30,78,25.6,1006.21,235.4,
368,"QQQ,NVDA",5,26,2.0,50.0,0.7,0.4,10:00,15:30,78,25.6,1005.52,235.2,
369,"QQQ,NVDA",12,26,1.0,50.0,0.7,0.6,10:00,15:00,78,55.1,1004.49,234.8,
370,"SPY,QQQ,NVDA",12,15,2.0,50.0,0.8,0.4,10:00,15:30,78,23.1,1003.37,234.5,
371,"QQQ,NVDA",5,20,2.0,50.0,0.7,0.6,09:45,14:30,78,41.0,1003.39,234.5,
372,"QQQ,NVDA",9,20,1.0,50.0,0.9,0.6,10:00,15:30,78,50.0,1003.34,234.4,
373,"SPY,QQQ,NVDA",9,15,5.0,50.0,0.7,0.6,10:00,15:00,78,26.9,1002.23,234.1,
374,"QQQ,NVDA",5,30,2.0,50.0,0.9,0.5,09:45,14:30,78,35.9,1001.9,234.0,
375,"QQQ,NVDA",5,26,2.0,50.0,0.6,0.4,09:45,14:30,78,33.3,1001.42,233.8,
376,"QQQ,NVDA",9,20,3.0,30.0,0.8,0.5,10:00,14:30,78,33.3,1000.39,233.5,
377,"SPY,QQQ,NVDA",5,15,2.0,50.0,0.7,0.5,09:45,15:00,78,28.2,998.5,232.8,
378,"QQQ,NVDA",9,20,2.0,30.0,0.6,0.5,10:00,14:30,78,33.3,998.47,232.8,
379,"QQQ,NVDA",9,15,2.0,50.0,0.8,0.6,09:45,14:30,78,38.5,998.2,232.7,
380,"QQQ,NVDA",5,26,2.0,50.0,0.6,0.5,09:45,14:30,78,35.9,998.16,232.7,
381,"SPY,QQQ,NVDA",12,30,2.0,50.0,0.8,0.6,10:00,14:30,78,41.0,997.83,232.6,
382,"SPY,QQQ,NVDA",5,15,1.0,50.0,0.8,0.5,09:45,15:30,78,44.9,997.7,232.6,
383,"QQQ,NVDA",9,20,2.0,50.0,0.7,0.5,10:00,14:30,78,35.9,997.1,232.4,
384,"QQQ,NVDA",9,15,3.0,50.0,0.8,0.6,10:00,15:00,78,26.9,997.03,232.3,
385,"QQQ,NVDA",12,15,2.0,50.0,0.9,0.4,10:00,14:30,78,32.1,996.96,232.3,
386,"SPY,QQQ,NVDA",5,30,2.0,50.0,0.7,0.6,10:00,15:00,78,33.3,996.57,232.2,
387,"QQQ,NVDA",5,26,2.0,50.0,0.9,0.6,10:00,14:30,78,37.2,996.15,232.1,
388,"SPY,QQQ,NVDA",9,15,5.0,50.0,0.9,0.6,10:00,15:30,78,19.2,996.31,232.1,
389,"SPY,QQQ,NVDA",9,15,5.0,50.0,0.8,0.6,10:00,15:30,78,19.2,996.31,232.1,
390,"QQQ,NVDA",9,15,2.0,50.0,0.8,0.4,10:00,14:30,78,34.6,995.84,231.9,
391,"QQQ,NVDA",12,15,2.0,50.0,0.7,0.4,10:00,15:00,78,28.2,993.95,231.3,
392,"SPY,QQQ,NVDA",5,20,2.0,50.0,0.6,0.6,10:00,15:30,78,29.5,992.22,230.7,
393,"SPY,QQQ,NVDA",5,15,2.0,50.0,0.9,0.5,10:00,15:00,78,26.9,992.14,230.7,
394,"QQQ,NVDA",5,26,2.0,50.0,0.6,0.4,10:00,14:30,78,32.1,992.17,230.7,
395,"QQQ,NVDA",9,20,3.0,30.0,0.9,0.5,10:00,14:30,78,33.3,991.21,230.4,
396,"SPY,QQQ,NVDA",5,30,2.0,50.0,0.7,0.5,10:00,15:00,78,29.5,991.21,230.4,
397,"SPY,QQQ,NVDA",5,20,2.0,50.0,0.6,0.6,10:00,15:00,78,30.8,991.05,230.4,
398,"SPY,QQQ,NVDA",5,20,2.0,50.0,0.6,0.4,10:00,15:00,78,25.6,990.83,230.3,
399,"SPY,QQQ,NVDA",5,30,2.0,50.0,0.7,0.4,10:00,14:30,78,32.1,991.0,230.3,
400,"QQQ,NVDA",9,15,2.0,50.0,0.7,0.4,10:00,14:30,78,34.6,991.0,230.3,
401,"SPY,QQQ,NVDA",5,15,3.0,50.0,0.7,0.5,10:00,15:00,78,23.1,990.03,230.0,
402,"QQQ,NVDA",12,20,3.0,50.0,0.8,0.4,10:00,14:30,78,30.8,988.94,229.6,
403,"QQQ,NVDA",5,26,3.0,50.0,0.9,0.5,10:00,14:30,78,28.2,988.44,229.5,
404,"QQQ,NVDA",5,15,2.0,50.0,0.9,0.5,09:45,15:00,78,30.8,988.37,229.5,
405,"QQQ,NVDA",12,15,3.0,50.0,0.8,0.6,09:45,14:30,78,33.3,988.29,229.4,
406,"QQQ,NVDA",5,15,2.0,50.0,0.8,0.6,09:45,15:30,78,29.5,987.88,229.3,
407,"QQQ,NVDA",12,26,1.0,50.0,0.8,0.5,10:00,15:30,78,50.0,987.84,229.3,
408,"QQQ,NVDA",5,26,2.0,50.0,0.7,0.6,10:00,15:00,78,34.6,987.41,229.1,
409,"SPY,QQQ,NVDA",9,15,2.0,50.0,0.6,0.6,10:00,14:30,78,38.5,987.07,229.0,
410,"QQQ,NVDA",12,20,3.0,30.0,0.8,0.4,10:00,14:30,78,25.6,986.78,228.9,
411,"SPY,QQQ,NVDA",5,20,3.0,50.0,0.9,0.5,10:00,15:00,78,26.9,986.3,228.8,
412,"SPY,QQQ,NVDA",9,15,2.0,50.0,0.7,0.4,10:00,14:30,78,32.1,986.47,228.8,
413,"SPY,QQQ,NVDA",5,15,3.0,50.0,0.6,0.5,10:00,15:00,78,23.1,986.18,228.7,
414,"SPY,QQQ,NVDA",5,20,1.0,50.0,0.8,0.6,10:00,15:30,78,46.2,985.92,228.6,
415,"QQQ,NVDA",5,20,2.0,50.0,0.9,0.6,10:00,15:00,78,34.6,985.57,228.5,
416,"QQQ,NVDA",9,20,2.0,30.0,0.8,0.6,10:00,14:30,78,33.3,985.16,228.4,
417,"SPY,QQQ,NVDA",5,15,1.0,50.0,0.9,0.5,09:45,15:30,78,44.9,984.42,228.1,
418,"QQQ,NVDA",9,15,3.0,50.0,0.8,0.6,09:45,14:30,78,30.8,984.19,228.1,
419,"SPY,QQQ,NVDA",9,30,1.0,50.0,0.9,0.6,10:00,15:00,78,56.4,984.07,228.0,
420,"SPY,QQQ,NVDA",5,15,3.0,50.0,0.9,0.6,09:45,15:30,78,21.8,984.02,228.0,
421,"SPY,QQQ,NVDA",5,30,2.0,50.0,0.8,0.5,10:00,14:30,78,33.3,983.35,227.8,
422,"QQQ,NVDA",9,15,3.0,50.0,0.9,0.6,10:00,15:00,78,26.9,982.9,227.6,
423,"SPY,QQQ,NVDA",5,15,2.0,50.0,0.9,0.5,09:45,14:30,78,33.3,981.86,227.3,
424,"QQQ,NVDA",5,15,3.0,50.0,0.7,0.4,09:45,14:30,78,26.9,981.05,227.0,
425,"QQQ,NVDA",9,15,3.0,50.0,0.9,0.6,09:45,14:30,78,30.8,980.64,226.9,
426,"SPY,QQQ,NVDA",12,26,1.0,50.0,0.8,0.5,10:00,15:00,78,48.7,979.99,226.7,
427,"QQQ,NVDA",5,26,2.0,50.0,0.7,0.6,09:45,15:00,78,33.3,980.07,226.7,
428,"SPY,QQQ,NVDA",5,20,2.0,50.0,0.8,0.4,10:00,15:00,78,26.9,979.63,226.5,
429,"SPY,QQQ,NVDA",12,26,1.0,50.0,0.7,0.5,10:00,15:00,78,50.0,978.82,226.3,
430,"SPY,QQQ,NVDA",12,30,1.0,50.0,0.7,0.6,10:00,15:00,78,52.6,978.21,226.1,
431,"QQQ,NVDA",5,26,3.0,50.0,0.6,0.6,09:45,14:30,78,32.1,977.6,225.9,
432,"QQQ,NVDA",9,15,3.0,50.0,0.8,0.6,10:00,14:30,78,32.1,976.87,225.6,
433,"QQQ,NVDA",12,26,1.0,50.0,0.7,0.5,10:00,15:30,78,51.3,976.41,225.5,
434,"SPY,QQQ,NVDA",12,30,1.0,50.0,0.6,0.5,10:00,14:30,78,57.7,976.06,225.4,
435,"QQQ,NVDA",5,26,2.0,30.0,0.7,0.5,10:00,14:30,78,30.8,976.33,225.4,
436,"QQQ,NVDA",9,20,3.0,30.0,0.6,0.5,10:00,14:30,78,33.3,976.3,225.4,
437,"QQQ,NVDA",9,26,2.0,50.0,0.7,0.6,10:00,14:30,78,41.0,975.9,225.3,
438,"SPY,QQQ,NVDA",5,30,2.0,50.0,0.9,0.6,10:00,15:00,78,34.6,975.58,225.2,
439,"QQQ,NVDA",5,30,2.0,50.0,0.7,0.6,10:00,15:00,78,33.3,975.26,225.1,
440,"QQQ,NVDA",5,15,2.0,50.0,0.7,0.4,09:45,14:30,78,28.2,974.92,225.0,
441,"QQQ,NVDA",9,20,1.0,50.0,0.9,0.6,10:00,15:00,78,52.6,974.79,224.9,
442,"QQQ,NVDA",12,15,3.0,50.0,0.8,0.6,10:00,14:30,78,34.6,974.48,224.8,
443,"SPY,QQQ,NVDA",5,15,2.0,50.0,0.6,0.5,10:00,14:30,78,32.1,974.15,224.7,
444,"QQQ,NVDA",12,15,2.0,50.0,0.6,0.6,10:00,15:00,78,34.6,973.86,224.6,
445,"QQQ,NVDA",5,26,2.0,50.0,0.8,0.5,10:00,14:30,78,34.6,973.9,224.6,
446,"QQQ,NVDA",9,15,3.0,50.0,0.9,0.6,10:00,14:30,78,32.1,973.91,224.6,
447,"QQQ,NVDA",9,30,1.0,50.0,0.7,0.6,10:00,15:30,78,55.1,973.64,224.5,
448,"SPY,QQQ,NVDA",9,20,1.0,50.0,0.8,0.5,10:00,15:30,78,44.9,972.22,224.1,
449,"SPY,QQQ,NVDA",5,30,5.0,50.0,0.7,0.6,10:00,14:30,78,25.6,971.8,223.9,
450,"QQQ,NVDA",12,15,2.0,50.0,0.7,0.5,10:00,14:30,78,37.2,971.7,223.9,
451,"QQQ,NVDA",5,15,5.0,50.0,0.6,0.6,09:45,15:00,78,23.1,971.08,223.7,
452,"SPY,QQQ,NVDA",9,20,3.0,50.0,0.8,0.6,10:00,14:30,78,33.3,971.08,223.7,
453,"QQQ,NVDA",9,26,2.0,50.0,0.8,0.6,10:00,14:30,78,41.0,970.69,223.6,
454,"QQQ,NVDA",12,20,5.0,30.0,0.7,0.3,10:00,14:30,78,19.2,970.59,223.5,
455,"SPY,QQQ,NVDA",5,30,3.0,50.0,0.8,0.6,10:00,15:00,78,29.5,969.78,223.3,
456,"QQQ,NVDA",5,26,2.0,50.0,0.9,0.4,10:00,15:00,78,28.2,969.24,223.1,
457,"SPY,QQQ,NVDA",5,20,2.0,50.0,0.6,0.6,10:00,14:30,78,38.5,969.31,223.1,
458,"QQQ,NVDA",12,15,2.0,50.0,0.9,0.6,10:00,14:30,78,38.5,969.32,223.1,
459,"SPY,QQQ,NVDA",9,15,2.0,50.0,0.8,0.4,10:00,14:30,78,32.1,968.01,222.7,
460,"SPY,QQQ,NVDA",9,20,2.0,50.0,0.9,0.6,10:00,14:30,78,38.5,967.78,222.6,
461,"SPY,QQQ,NVDA",12,26,1.0,50.0,0.9,0.5,10:00,15:00,78,48.7,967.87,222.6,
462,"QQQ,NVDA",5,26,3.0,50.0,0.8,0.5,10:00,14:30,78,28.2,967.27,222.4,
463,"SPY,QQQ,NVDA",9,15,1.0,50.0,0.7,0.6,10:00,15:00,78,52.6,967.28,222.4,
464,"SPY,QQQ,NVDA",9,15,1.0,50.0,0.8,0.5,10:00,15:00,78,47.4,967.09,222.4,
465,"SPY,QQQ,NVDA",12,30,1.0,50.0,0.9,0.6,10:00,14:30,78,56.4,967.01,222.3,
466,"QQQ,NVDA",5,15,3.0,50.0,0.6,0.6,09:45,14:30,78,32.1,966.67,222.2,
467,"QQQ,NVDA",5,26,2.0,30.0,0.9,0.6,10:00,14:30,78,33.3,966.65,222.2,
468,"QQQ,NVDA",5,26,3.0,30.0,0.7,0.6,10:00,14:30,78,28.2,966.17,222.1,
469,"QQQ,NVDA",12,26,3.0,50.0,0.9,0.6,10:00,14:30,78,35.9,965.79,221.9,
470,"SPY,QQQ,NVDA",9,15,5.0,50.0,0.6,0.6,10:00,15:00,78,26.9,965.66,221.9,
471,"SPY,QQQ,NVDA",5,30,2.0,50.0,0.8,0.6,10:00,15:00,78,34.6,965.07,221.7,
472,"QQQ,NVDA",9,15,5.0,50.0,0.6,0.5,09:45,14:30,78,24.4,965.23,221.7,
